date,customer_id,product_id,product_name,category,region,channel,units_sold,unit_price,discount,cost,customer_age,customer_tenure_months,num_complaints,last_purchase_days_ago,churned,stock_on_hand,reorder_point,sales_amount,profit
2022-06-10,1036,2015,Shoe,Clothing,Central,Wholesale,31,88.44,0.01,16.87,45,18,4,348,0,112,63,2714.22,2191.25
2022-06-11,1173,2097,Rice,Furniture,Central,Wholesale,39,395.79,0.03,227.2,56,18,2,90,0,147,43,14972.74,6111.94
2022-06-12,1020,2099,TV,Clothing,East,Wholesale,22,492.24,0.06,130.48,51,12,1,312,0,37,28,10179.52,7308.96
2022-06-13,1321,2026,Chair,Electronics,West,Online,12,19.75,0.29,298.69,68,46,4,175,0,134,31,168.27,-3416.01
2022-06-14,1264,2008,Shoe,Electronics,East,Online,6,352.52,0.2,33.69,58,55,4,3,0,372,28,1692.1,1489.96
2022-06-15,1494,2094,Bread,Sports,South,Retail,16,133.93,0.23,257.41,46,38,1,130,1,460,41,1650.02,-2468.54
2022-06-16,1400,2087,Phone,Food,Central,Wholesale,26,29.84,0.23,146.6,21,2,2,54,0,422,36,597.4,-3214.2
2022-06-17,1142,2042,Dumbbell,Furniture,East,Retail,5,207.42,0.16,249.01,31,9,2,293,0,234,52,871.16,-373.89
2022-06-18,1460,2044,Rice,Furniture,West,Online,9,468.26,0.24,246.05,22,5,4,184,0,254,66,3202.9,988.45
2022-06-19,1371,2014,Laptop,Food,South,Retail,46,15.76,0.18,275.22,42,19,1,353,0,73,34,594.47,-12065.65
2022-06-20,1471,2078,Desk,Electronics,North,Retail,40,298.06,0.09,92.87,56,71,3,224,0,327,52,10849.38,7134.58
2022-06-21,1143,2002,TV,Electronics,East,Online,14,255.68,0.17,285.19,25,39,2,12,0,361,34,2971.0,-1021.66
2022-06-22,1092,2037,Desk,Clothing,South,Online,44,437.96,0.16,49.74,32,42,3,195,0,373,46,16187.0,13998.44
2022-06-23,1354,2069,Rice,Sports,North,Wholesale,42,51.16,0.25,29.18,36,17,4,247,1,490,80,1611.54,385.98
2022-06-24,1322,2038,Desk,Sports,East,Retail,30,343.95,0.29,132.33,28,63,3,154,1,275,87,7326.13,3356.23
2022-06-25,1288,2041,Rice,Sports,South,Online,26,343.25,0.12,249.36,37,46,3,78,0,208,67,7853.56,1370.2
2022-06-26,1215,2062,Desk,Clothing,South,Online,45,337.85,0.23,144.66,53,20,2,140,0,266,27,11706.5,5196.8
2022-06-27,1447,2060,Shirt,Sports,East,Retail,29,471.74,0.03,249.64,35,70,4,90,1,143,25,13270.05,6030.49
2022-06-28,1342,2014,Chair,Food,South,Online,19,413.31,0.23,220.26,31,8,3,144,1,484,82,6046.73,1861.79
2022-06-29,1051,2089,Shoe,Clothing,Central,Wholesale,47,30.57,0.11,66.78,55,19,2,72,1,41,21,1278.74,-1859.92
2022-06-30,1153,2084,Shoe,Food,East,Wholesale,8,240.83,0.01,284.92,42,32,3,177,1,223,41,1907.37,-371.99
2022-07-01,1186,2002,Bread,Clothing,South,Retail,23,205.0,0.11,22.93,33,19,2,348,0,345,40,4196.35,3668.96
2022-07-02,1063,2070,Laptop,Sports,North,Wholesale,42,161.97,0.18,269.99,35,24,4,263,1,51,25,5578.25,-5761.33
2022-07-03,1190,2017,Laptop,Food,North,Online,35,231.15,0.04,94.81,18,24,1,271,1,420,89,7766.64,4448.29
2022-07-04,1125,2089,Bread,Food,Central,Online,31,198.26,0.28,152.54,57,56,2,105,0,307,32,4425.16,-303.58
2022-07-05,1150,2028,Dumbbell,Food,East,Online,35,221.84,0.02,129.59,18,18,2,72,0,136,20,7609.11,3073.46
2022-07-06,1314,2066,Shoe,Clothing,South,Online,32,489.84,0.28,55.69,18,12,3,74,0,418,41,11285.91,9503.83
2022-07-07,1058,2035,Dumbbell,Furniture,South,Retail,5,53.43,0.21,110.65,68,41,4,143,0,194,43,211.05,-342.2
2022-07-08,1342,2005,Rice,Sports,North,Wholesale,16,461.89,0.1,61.92,38,48,0,62,0,94,83,6651.22,5660.5
2022-07-09,1305,2065,Rice,Food,Central,Wholesale,17,245.32,0.12,65.15,42,64,0,146,0,489,60,3669.99,2562.44
2022-07-10,1180,2040,Phone,Furniture,North,Online,32,315.63,0.22,60.18,44,16,1,46,0,390,41,7878.12,5952.36
2022-07-11,1170,2076,Desk,Sports,North,Retail,38,416.79,0.18,149.26,27,23,4,229,0,257,80,12987.18,7315.3
2022-07-12,1326,2056,Laptop,Sports,Central,Online,32,186.63,0.2,240.39,67,39,2,105,0,24,31,4777.73,-2914.75
2022-07-13,1271,2036,Phone,Food,East,Online,20,220.91,0.12,172.85,29,33,0,109,1,231,23,3888.02,431.02
2022-07-14,1054,2045,Chair,Food,South,Retail,48,210.66,0.15,268.5,45,24,1,317,0,331,99,8594.93,-4293.07
2022-07-15,1491,2023,Bread,Clothing,East,Retail,2,193.62,0.3,192.78,66,61,4,121,1,93,31,271.07,-114.49
2022-07-16,1444,2047,Bread,Furniture,West,Online,20,463.51,0.06,208.36,49,55,1,43,1,349,52,8713.99,4546.79
2022-07-17,1101,2031,Rice,Furniture,West,Wholesale,47,416.18,0.13,201.94,50,61,0,99,1,220,40,17017.6,7526.42
2022-07-18,1481,2011,Shoe,Food,West,Online,18,63.41,0.09,137.59,25,40,3,194,0,296,92,1038.66,-1437.96
2022-07-19,1264,2010,Dumbbell,Sports,Central,Wholesale,1,62.98,0.23,208.35,59,58,3,311,0,202,91,48.49,-159.86
2022-07-20,1053,2067,Laptop,Food,North,Wholesale,29,219.66,0.23,25.56,43,1,4,214,0,498,93,4905.01,4163.77
2022-07-21,1060,2014,Phone,Sports,East,Retail,29,58.34,0.09,258.66,59,25,1,229,0,435,93,1539.59,-5961.55
2022-07-22,1492,2080,Dumbbell,Sports,South,Retail,19,313.36,0.02,234.45,67,53,2,185,1,342,91,5834.76,1380.21
2022-07-23,1108,2074,Phone,Food,West,Online,44,80.41,0.0,77.34,58,61,0,112,0,80,71,3538.04,135.08
2022-07-24,1005,2093,Desk,Electronics,East,Wholesale,40,265.96,0.13,231.57,19,46,3,347,0,204,66,9255.41,-7.39
2022-07-25,1103,2010,Chair,Furniture,West,Wholesale,6,13.54,0.12,8.73,52,60,3,272,1,480,78,71.49,19.11
2022-07-26,1196,2076,Chair,Sports,West,Online,44,165.13,0.3,69.09,51,51,1,313,1,448,66,5086.0,2046.04
2022-07-27,1262,2094,Dumbbell,Sports,South,Online,39,341.82,0.14,24.22,23,48,3,102,1,379,75,11464.64,10520.06
2022-07-28,1365,2001,Dumbbell,Electronics,Central,Online,46,247.18,0.08,235.17,48,40,1,210,0,487,32,10460.66,-357.16
2022-07-29,1480,2005,Dumbbell,Clothing,North,Retail,8,489.35,0.27,227.98,40,7,0,227,0,76,63,2857.8,1033.96
2022-07-30,1372,2020,Phone,Electronics,Central,Online,24,438.31,0.15,245.02,29,19,1,281,0,37,54,8941.52,3061.04
2022-07-31,1350,2008,Desk,Electronics,East,Online,20,185.94,0.18,6.32,68,15,3,22,0,194,48,3049.42,2923.02
2022-08-01,1047,2043,Shirt,Sports,Central,Wholesale,14,32.29,0.03,152.86,45,70,1,248,1,463,75,438.5,-1701.54
2022-08-02,1355,2076,Dumbbell,Furniture,East,Online,5,424.36,0.11,212.93,32,61,3,159,0,41,24,1888.4,823.75
2022-08-03,1311,2001,Shoe,Electronics,East,Wholesale,41,456.5,0.28,50.84,36,56,4,229,0,454,86,13475.88,11391.44
2022-08-04,1424,2057,Laptop,Clothing,North,Wholesale,40,412.11,0.18,196.69,29,10,3,343,1,181,72,13517.21,5649.61
2022-08-05,1308,2064,Laptop,Food,South,Retail,34,72.7,0.1,29.81,67,46,3,187,0,244,79,2224.62,1211.08
2022-08-06,1144,2084,Phone,Electronics,North,Online,16,498.98,0.19,58.49,65,57,3,143,1,194,25,6466.78,5530.94
2022-08-07,1269,2028,Dumbbell,Electronics,Central,Online,45,136.71,0.27,145.36,19,35,4,338,1,77,67,4490.92,-2050.28
2022-08-08,1370,2037,Rice,Clothing,East,Wholesale,7,364.86,0.08,197.8,28,3,2,358,1,319,99,2349.7,965.1
2022-08-09,1124,2047,Bread,Furniture,West,Retail,16,454.94,0.15,48.03,61,66,3,24,0,463,54,6187.18,5418.7
2022-08-10,1106,2076,Shirt,Electronics,West,Retail,7,125.49,0.29,59.64,54,53,2,141,0,387,37,623.69,206.21
2022-08-11,1158,2037,Shoe,Electronics,East,Online,27,455.05,0.05,65.31,55,52,0,240,1,414,30,11672.03,9908.66
2022-08-12,1147,2049,Desk,Furniture,North,Wholesale,14,161.65,0.22,75.42,42,53,1,292,1,124,70,1765.22,709.34
2022-08-13,1145,2044,Rice,Clothing,South,Online,14,488.44,0.18,71.83,60,54,2,305,0,140,42,5607.29,4601.67
2022-08-14,1120,2056,Chair,Electronics,North,Online,44,147.82,0.2,121.57,38,47,0,82,0,26,66,5203.26,-145.82
2022-08-15,1319,2028,Rice,Furniture,East,Online,33,477.18,0.11,197.87,59,3,1,48,0,314,94,14014.78,7485.07
2022-08-16,1275,2079,Phone,Electronics,East,Online,33,36.24,0.09,134.22,53,65,3,353,1,320,78,1088.29,-3340.97
2022-08-17,1092,2006,Shirt,Food,South,Wholesale,44,357.54,0.21,233.91,26,15,3,358,0,447,76,12428.09,2136.05
2022-08-18,1058,2061,TV,Sports,Central,Retail,20,270.73,0.06,217.18,29,34,3,171,0,280,75,5089.72,746.12
2022-08-19,1439,2020,TV,Food,Central,Online,47,244.16,0.13,42.33,27,50,4,262,0,292,46,9983.7,7994.19
2022-08-20,1346,2078,Dumbbell,Electronics,South,Online,36,119.51,0.06,19.41,63,33,4,68,0,241,92,4044.22,3345.46
2022-08-21,1229,2002,Dumbbell,Clothing,Central,Online,7,355.74,0.0,263.99,22,3,4,14,1,235,54,2490.18,642.25
2022-08-22,1474,2073,Phone,Sports,West,Online,32,103.5,0.29,28.55,50,2,4,30,0,202,74,2351.52,1437.92
2022-08-23,1117,2037,Desk,Food,Central,Retail,48,280.89,0.13,48.76,22,4,0,110,0,456,28,11729.97,9389.49
2022-08-24,1318,2020,Dumbbell,Furniture,Central,Retail,3,134.09,0.29,11.53,33,16,0,212,0,379,37,285.61,251.02
2022-08-25,1279,2026,Bread,Clothing,Central,Retail,39,478.25,0.04,190.36,54,54,3,264,0,326,63,17905.68,10481.64
2022-08-26,1127,2029,Shirt,Food,West,Retail,29,24.03,0.18,176.8,54,33,1,322,0,141,40,571.43,-4555.77
2022-08-27,1393,2001,Phone,Furniture,Central,Online,24,107.87,0.06,296.14,46,9,4,202,0,93,75,2433.55,-4673.81
2022-08-28,1396,2035,Laptop,Electronics,West,Wholesale,22,128.73,0.24,266.65,35,57,1,84,0,151,67,2152.37,-3713.93
2022-08-29,1129,2070,Chair,Furniture,South,Retail,6,212.89,0.24,126.2,46,40,0,53,1,252,20,970.78,213.58
2022-08-30,1058,2059,Phone,Food,North,Retail,48,124.04,0.03,114.62,23,52,4,355,0,66,46,5775.3,273.54
2022-08-31,1122,2069,Phone,Food,South,Online,24,250.76,0.27,92.57,35,16,0,256,1,175,64,4393.32,2171.64
2022-09-01,1001,2033,TV,Electronics,North,Online,40,437.51,0.06,49.96,49,8,0,74,0,102,82,16450.38,14451.98
2022-09-02,1239,2051,Shoe,Furniture,South,Online,23,358.91,0.18,45.73,59,60,2,220,0,90,77,6769.04,5717.25
2022-09-03,1290,2078,Desk,Furniture,North,Online,38,294.18,0.3,44.02,64,36,0,143,0,192,59,7825.19,6152.43
2022-09-04,1096,2012,Shoe,Electronics,North,Wholesale,10,53.61,0.26,38.66,48,3,3,100,0,165,82,396.71,10.11
2022-09-05,1126,2020,Bread,Furniture,East,Wholesale,16,350.06,0.29,75.95,28,15,0,129,0,89,57,3976.68,2761.48
2022-09-06,1118,2053,Laptop,Electronics,North,Retail,11,91.54,0.1,95.47,43,23,4,219,0,325,48,906.25,-143.92
2022-09-07,1048,2088,TV,Clothing,North,Wholesale,32,395.32,0.03,288.67,45,3,3,271,0,314,59,12270.73,3033.29
2022-09-08,1089,2043,Laptop,Food,East,Retail,45,132.53,0.06,175.65,44,30,0,22,0,489,38,5606.02,-2298.23
2022-09-09,1488,2098,Bread,Clothing,Central,Retail,6,214.35,0.15,296.34,36,45,3,178,0,267,75,1093.18,-684.86
2022-09-10,1237,2089,Shoe,Sports,Central,Wholesale,24,181.73,0.24,114.88,62,17,0,48,0,437,63,3314.76,557.64
2022-09-11,1373,2050,Phone,Sports,East,Retail,33,430.82,0.05,140.0,44,58,3,117,0,50,84,13506.21,8886.21
2022-09-12,1385,2029,Dumbbell,Sports,West,Online,12,72.01,0.2,100.75,37,58,1,329,1,165,32,691.3,-517.7
2022-09-13,1272,2057,Dumbbell,Electronics,North,Retail,27,287.17,0.1,58.95,20,57,2,179,0,173,49,6978.23,5386.58
2022-09-14,1189,2039,Rice,Furniture,North,Online,38,79.61,0.1,47.23,33,7,3,273,1,226,68,2722.66,927.92
2022-09-15,1487,2095,Chair,Clothing,East,Wholesale,18,355.35,0.2,283.8,56,39,4,362,0,265,94,5117.04,8.64
2022-09-16,1192,2056,Desk,Clothing,East,Wholesale,45,453.49,0.14,296.11,61,58,2,339,1,8,82,17550.06,4225.11
2022-09-17,1447,2043,Bread,Clothing,West,Retail,39,222.96,0.24,18.25,46,56,2,360,0,86,90,6608.53,5896.78
2022-09-18,1069,2050,Chair,Clothing,Central,Online,13,249.17,0.05,49.35,32,15,0,347,1,93,54,3077.25,2435.7
2022-09-19,1278,2023,Desk,Sports,South,Retail,40,464.44,0.24,129.94,47,44,3,179,0,51,30,14118.98,8921.38
2022-09-20,1349,2044,Chair,Clothing,Central,Wholesale,30,265.29,0.02,59.97,57,12,2,49,0,178,68,7799.53,6000.43
2022-09-21,1247,2038,Shoe,Furniture,North,Retail,49,248.92,0.06,112.34,66,8,4,315,0,277,59,11465.26,5960.6
2022-09-22,1451,2084,Desk,Sports,East,Retail,41,293.38,0.2,43.08,18,41,4,255,0,238,40,9622.86,7856.58
2022-09-23,1076,2023,Shoe,Clothing,West,Online,13,347.72,0.26,139.67,46,34,4,30,1,72,66,3345.07,1529.36
2022-09-24,1154,2045,Phone,Electronics,Central,Wholesale,34,62.37,0.08,85.15,47,46,0,85,0,338,22,1950.93,-944.17
2022-09-25,1144,2052,TV,Food,West,Retail,36,412.34,0.1,108.81,57,29,1,277,0,71,49,13359.82,9442.66
2022-09-26,1435,2080,Shoe,Food,Central,Online,30,223.4,0.16,32.82,63,16,3,34,0,373,86,5629.68,4645.08
2022-09-27,1485,2050,Dumbbell,Food,North,Retail,25,45.45,0.06,131.3,49,5,2,329,0,67,81,1068.08,-2214.42
2022-09-28,1086,2008,Chair,Sports,South,Online,2,395.23,0.24,295.06,27,5,3,98,0,4,56,600.75,10.63
2022-09-29,1185,2085,Rice,Clothing,West,Online,36,194.71,0.23,102.01,44,30,2,76,0,338,41,5397.36,1725.0
2022-09-30,1285,2001,Shirt,Sports,West,Retail,18,59.18,0.04,263.55,68,50,0,175,0,237,50,1022.63,-3721.27
2022-10-01,1462,2008,Desk,Furniture,South,Wholesale,5,320.55,0.14,253.74,25,5,3,341,0,465,65,1378.36,109.66
2022-10-02,1220,2029,Bread,Electronics,West,Wholesale,19,441.26,0.23,285.86,68,13,0,249,0,120,95,6455.63,1024.29
2022-10-03,1069,2096,Rice,Electronics,West,Online,42,445.0,0.1,238.08,53,49,0,340,0,412,64,16821.0,6821.64
2022-10-04,1047,2005,Dumbbell,Food,Central,Wholesale,18,479.26,0.19,199.58,59,50,3,134,0,210,33,6987.61,3395.17
2022-10-05,1497,2086,Shoe,Food,Central,Online,32,435.18,0.02,257.69,52,14,3,178,0,261,31,13647.24,5401.16
2022-10-06,1094,2047,TV,Food,South,Wholesale,21,11.05,0.18,27.32,53,46,2,228,0,324,82,190.28,-383.44
2022-10-07,1238,2034,Phone,Clothing,North,Retail,10,196.32,0.05,141.54,65,34,4,63,1,57,96,1865.04,449.64
2022-10-08,1446,2065,Shirt,Furniture,West,Wholesale,37,411.09,0.25,296.83,53,71,0,268,0,42,57,11407.75,425.04
2022-10-09,1453,2055,Laptop,Furniture,North,Online,49,189.46,0.11,232.03,42,47,1,258,1,196,66,8262.35,-3107.12
2022-10-10,1204,2090,Rice,Furniture,South,Online,22,304.76,0.08,288.81,37,60,2,144,0,71,73,6168.34,-185.48
2022-10-11,1400,2043,TV,Furniture,South,Wholesale,13,307.1,0.25,234.99,69,11,2,303,1,90,74,2994.23,-60.64
2022-10-12,1218,2074,Laptop,Food,Central,Retail,17,188.86,0.02,263.09,62,50,4,52,0,36,67,3146.41,-1326.12
2022-10-13,1474,2030,Shirt,Electronics,West,Online,9,453.19,0.12,213.43,34,4,4,303,0,490,92,3589.26,1668.39
2022-10-14,1432,2082,Bread,Food,East,Online,24,256.58,0.11,229.35,40,41,0,99,0,313,91,5480.55,-23.85
2022-10-15,1341,2017,Bread,Furniture,South,Online,44,237.74,0.09,159.34,42,59,2,306,0,236,34,9519.11,2508.15
2022-10-16,1039,2026,Chair,Food,West,Online,14,498.78,0.27,277.65,65,60,2,45,1,485,90,5097.53,1210.43
2022-10-17,1100,2008,Shirt,Furniture,North,Online,46,251.82,0.23,248.39,66,62,1,42,0,382,35,8919.46,-2506.48
2022-10-18,1289,2047,Shirt,Sports,Central,Retail,8,97.42,0.02,253.95,48,25,0,327,0,292,62,763.77,-1267.83
2022-10-19,1254,2076,Laptop,Electronics,North,Wholesale,37,261.4,0.21,203.54,23,33,0,57,0,465,26,7640.72,109.74
2022-10-20,1222,2091,TV,Sports,South,Retail,19,408.87,0.16,94.85,52,19,4,33,1,153,62,6525.57,4723.42
2022-10-21,1357,2072,Desk,Clothing,South,Retail,28,390.66,0.27,15.51,69,57,0,114,0,169,47,7985.09,7550.81
2022-10-22,1023,2089,Laptop,Food,North,Online,46,396.41,0.09,281.02,21,15,1,300,0,271,85,16593.72,3666.8
2022-10-23,1250,2046,Phone,Clothing,South,Retail,41,356.93,0.17,177.91,57,41,0,114,0,405,79,12146.33,4852.02
2022-10-24,1010,2068,Bread,Food,West,Online,30,134.57,0.15,92.95,37,69,3,56,0,109,22,3431.54,643.04
2022-10-25,1246,2033,Bread,Sports,South,Retail,7,432.42,0.15,48.99,58,60,3,44,1,150,20,2572.9,2229.97
2022-10-26,1325,2001,Chair,Furniture,Central,Online,26,447.79,0.14,249.71,18,22,1,212,1,430,50,10012.58,3520.12
2022-10-27,1100,2019,Phone,Furniture,West,Online,40,105.13,0.06,251.77,62,43,4,352,0,450,75,3952.89,-6117.91
2022-10-28,1290,2031,Bread,Food,East,Retail,46,73.92,0.23,245.28,43,32,2,329,0,130,99,2618.25,-8664.63
2022-10-29,1180,2080,Laptop,Furniture,South,Retail,46,488.05,0.14,195.3,51,13,0,34,1,267,65,19307.26,10323.46
2022-10-30,1223,2014,Phone,Sports,South,Wholesale,11,435.48,0.29,112.97,27,38,4,270,0,22,51,3401.1,2158.43
2022-10-31,1394,2053,Laptop,Furniture,Central,Wholesale,14,447.69,0.08,94.7,40,26,4,196,1,366,37,5766.25,4440.45
2022-11-01,1250,2048,Desk,Sports,Central,Wholesale,21,444.32,0.2,7.52,68,5,0,125,0,138,87,7464.58,7306.66
2022-11-02,1147,2069,Desk,Clothing,North,Retail,8,275.43,0.28,250.91,66,49,2,79,1,489,54,1586.48,-420.8
2022-11-03,1442,2090,Bread,Sports,North,Retail,3,326.74,0.2,30.79,41,5,0,255,1,307,42,784.18,691.81
2022-11-04,1096,2062,Bread,Electronics,North,Online,28,277.23,0.26,191.07,30,71,2,145,0,238,98,5744.21,394.25
2022-11-05,1257,2092,TV,Electronics,Central,Wholesale,29,35.09,0.25,153.7,46,48,1,83,1,433,32,763.21,-3694.09
2022-11-06,1325,2066,Desk,Electronics,North,Online,23,375.3,0.11,160.37,63,18,2,230,0,440,97,7682.39,3993.88
2022-11-07,1493,2064,Rice,Food,North,Online,18,257.61,0.18,278.38,44,6,4,137,1,191,33,3802.32,-1208.52
2022-11-08,1004,2070,Rice,Food,East,Online,35,327.38,0.05,14.33,48,66,1,27,1,126,56,10885.38,10383.83
2022-11-09,1016,2063,Chair,Food,North,Online,13,256.29,0.16,233.15,60,42,3,177,0,429,24,2798.69,-232.26
2022-11-10,1280,2073,Desk,Sports,South,Wholesale,12,250.99,0.07,20.36,27,52,1,207,0,28,41,2801.05,2556.73
2022-11-11,1336,2033,Laptop,Food,Central,Online,47,94.18,0.22,16.26,48,11,2,306,0,120,47,3452.64,2688.42
2022-11-12,1247,2041,Laptop,Clothing,West,Retail,5,146.57,0.16,131.8,56,26,1,311,1,197,23,615.59,-43.41
2022-11-13,1258,2089,Dumbbell,Electronics,East,Retail,39,87.84,0.12,23.61,27,21,1,213,1,173,69,3014.67,2093.88
2022-11-14,1497,2048,Phone,Sports,Central,Retail,11,105.88,0.08,237.8,41,66,3,354,0,143,48,1071.51,-1544.29
2022-11-15,1476,2013,Shoe,Electronics,Central,Wholesale,11,486.76,0.3,161.22,50,40,2,37,1,481,56,3748.05,1974.63
2022-11-16,1384,2073,Rice,Food,South,Online,47,85.03,0.02,13.57,31,56,4,293,0,178,54,3916.48,3278.69
2022-11-17,1160,2077,Bread,Sports,North,Wholesale,42,141.94,0.01,16.95,52,51,1,179,0,356,39,5901.87,5189.97
2022-11-18,1475,2031,Chair,Furniture,South,Online,47,299.39,0.07,185.74,62,20,0,160,0,10,54,13086.34,4356.56
2022-11-19,1340,2075,Shoe,Clothing,North,Wholesale,31,308.99,0.29,242.8,51,57,4,12,0,138,21,6800.87,-725.93
2022-11-20,1152,2068,Shirt,Food,North,Wholesale,31,85.45,0.29,134.15,34,5,1,169,0,446,77,1880.75,-2277.9
2022-11-21,1396,2098,Chair,Food,Central,Online,13,398.92,0.2,168.6,38,14,4,312,0,436,37,4148.77,1956.97
2022-11-22,1178,2004,Shirt,Clothing,North,Wholesale,14,394.75,0.26,240.95,49,24,0,80,0,252,75,4089.61,716.31
2022-11-23,1163,2019,Desk,Clothing,East,Online,49,126.29,0.06,185.1,20,68,4,14,1,344,83,5816.92,-3252.98
2022-11-24,1380,2070,Shirt,Furniture,East,Retail,45,151.45,0.29,71.3,32,52,4,54,0,313,71,4838.83,1630.33
2022-11-25,1033,2098,Shirt,Food,East,Retail,42,469.61,0.04,185.85,25,48,0,254,0,18,41,18934.68,11128.98
2022-11-26,1417,2082,TV,Food,Central,Retail,25,414.58,0.03,190.34,49,47,0,65,0,159,79,10053.56,5295.06
2022-11-27,1445,2013,TV,Electronics,South,Wholesale,33,351.92,0.03,221.56,55,60,0,58,1,305,29,11264.96,3953.48
2022-11-28,1179,2023,TV,Sports,West,Retail,33,50.29,0.17,188.16,43,3,3,96,0,121,99,1377.44,-4831.84
2022-11-29,1427,2083,Desk,Sports,North,Online,15,214.95,0.23,290.93,47,9,0,21,1,71,25,2482.67,-1881.28
2022-11-30,1101,2075,Shoe,Electronics,West,Retail,16,284.06,0.11,63.2,26,24,4,260,1,54,25,4045.01,3033.81
2022-12-01,1268,2001,Chair,Sports,South,Retail,44,101.83,0.29,285.57,49,4,0,73,0,459,47,3181.17,-9383.91
2022-12-02,1323,2088,Chair,Clothing,South,Wholesale,38,229.63,0.13,163.81,28,9,1,248,0,168,61,7591.57,1366.79
2022-12-03,1065,2054,Bread,Sports,Central,Online,6,304.5,0.05,203.23,39,1,0,127,1,98,93,1735.65,516.27
2022-12-04,1417,2071,TV,Sports,East,Wholesale,44,170.41,0.14,34.34,51,35,0,46,0,69,60,6448.31,4937.35
2022-12-05,1168,2089,Desk,Electronics,East,Wholesale,25,392.66,0.2,117.27,58,12,2,268,0,148,82,7853.2,4921.45
2022-12-06,1330,2085,Bread,Furniture,South,Online,15,421.82,0.25,231.97,35,18,4,128,0,116,41,4745.48,1265.93
2022-12-07,1043,2015,Phone,Sports,Central,Wholesale,4,168.57,0.14,213.54,36,10,4,30,1,25,98,579.88,-274.28
2022-12-08,1044,2065,Bread,Sports,Central,Online,4,420.94,0.18,16.84,35,18,1,94,1,247,48,1380.68,1313.32
2022-12-09,1285,2076,Shoe,Furniture,North,Retail,30,60.75,0.08,166.25,54,24,3,224,1,384,90,1676.7,-3310.8
2022-12-10,1397,2071,Rice,Electronics,East,Online,34,420.49,0.19,31.04,35,1,2,316,0,208,53,11580.29,10524.93
2022-12-11,1012,2015,Shirt,Furniture,South,Online,27,84.85,0.3,298.78,29,16,1,100,0,226,21,1603.66,-6463.4
2022-12-12,1095,2021,TV,Electronics,West,Online,31,50.63,0.01,269.7,21,15,1,71,0,410,45,1553.83,-6806.87
2022-12-13,1302,2019,Rice,Clothing,East,Wholesale,32,324.47,0.27,11.22,64,62,4,81,0,433,94,7579.62,7220.58
2022-12-14,1386,2060,Bread,Electronics,North,Online,44,241.25,0.17,258.3,60,5,2,300,1,113,38,8810.45,-2554.75
2022-12-15,1253,2093,Desk,Clothing,Central,Online,39,454.87,0.08,276.23,44,45,4,108,0,193,39,16320.74,5547.77
2022-12-16,1499,2089,Shirt,Clothing,South,Online,9,187.96,0.29,109.3,68,52,3,102,0,483,52,1201.06,217.36
2022-12-17,1242,2033,Chair,Electronics,East,Retail,41,150.7,0.15,217.25,22,71,4,91,0,320,23,5251.9,-3655.35
2022-12-18,1035,2049,Laptop,Food,West,Online,8,255.36,0.1,135.42,23,7,0,16,1,9,51,1838.59,755.23
2022-12-19,1215,2096,Shirt,Electronics,North,Wholesale,14,233.41,0.05,198.29,30,27,4,110,0,94,38,3104.35,328.29
2022-12-20,1337,2035,Shoe,Sports,North,Online,33,178.77,0.07,105.39,40,13,0,263,0,120,22,5486.45,2008.58
2022-12-21,1090,2044,Shoe,Sports,East,Online,23,349.93,0.25,100.15,59,17,1,160,0,125,80,6036.29,3732.84
2022-12-22,1264,2090,Bread,Food,West,Retail,21,382.19,0.18,130.21,42,44,3,253,0,36,57,6581.31,3846.9
2022-12-23,1093,2011,Phone,Clothing,North,Online,12,427.96,0.27,47.94,63,13,0,89,1,68,25,3748.93,3173.65
2022-12-24,1410,2099,Shoe,Food,South,Wholesale,2,486.7,0.07,250.19,21,5,3,95,1,296,75,905.26,404.88
2022-12-25,1458,2072,Shoe,Sports,North,Online,13,140.66,0.04,107.87,69,33,4,272,0,173,59,1755.44,353.13
2022-12-26,1090,2078,Desk,Food,West,Wholesale,4,360.89,0.0,123.04,49,4,4,247,1,460,88,1443.56,951.4
2022-12-27,1418,2074,Bread,Electronics,Central,Retail,20,203.19,0.15,268.75,61,26,1,361,0,44,61,3454.23,-1920.77
2022-12-28,1115,2066,Shirt,Food,Central,Online,48,341.77,0.3,151.5,32,68,4,206,1,122,93,11483.47,4211.47
2022-12-29,1105,2046,Phone,Clothing,East,Retail,14,243.23,0.21,165.55,43,16,0,345,0,381,21,2690.12,372.42
2022-12-30,1391,2009,Rice,Electronics,West,Online,30,496.95,0.09,287.17,59,22,1,318,1,471,47,13566.74,4951.64
2022-12-31,1196,2003,Laptop,Furniture,North,Wholesale,29,367.16,0.26,266.58,28,36,3,286,0,26,36,7879.25,148.43
2023-01-01,1314,2085,TV,Sports,North,Retail,8,476.72,0.23,54.99,26,58,1,248,0,192,89,2936.6,2496.68
2023-01-02,1114,2026,Chair,Sports,Central,Online,12,419.14,0.0,144.6,28,55,3,67,0,496,88,5029.68,3294.48
2023-01-03,1493,2072,Shoe,Food,Central,Wholesale,41,452.42,0.25,291.53,19,35,2,46,0,339,58,13911.92,1959.19
2023-01-04,1075,2048,Bread,Electronics,South,Retail,38,409.07,0.09,114.85,62,25,0,43,0,135,26,14145.64,9781.34
2023-01-05,1413,2066,TV,Furniture,Central,Online,26,234.99,0.04,114.61,44,61,0,229,0,194,51,5865.35,2885.49
